smells_analysis,Sex, 18 mai 2018 16:12:20 BRT
Method,CALL,CALLED,CALLEDp,CDENS,CONTROL,ev(G),EXEC,EXP,IF_NEST,IMP,iv(G),LOC,LOOP,LOOP_NEST,NBD,NCLOC,NP,NTP,RLOC,STAT,v(G)
"org.apache.tools.ant.Project.setNewProperty(String,String)",2,53,40,"0,00%",0,1,1,8,0,n/a,1,14,0,0,0,3,2,0,"0,62%",1,1
"org.apache.tools.ant.Project.setProjectReference(Object)",4,13,12,"42,86%",3,2,4,27,1,n/a,3,24,0,0,2,15,1,0,"1,06%",7,4
"org.apache.tools.ant.Project.setProperty(String,String)",2,40,3,"0,00%",0,1,1,9,0,n/a,1,11,0,0,0,3,2,0,"0,48%",1,1
"org.apache.tools.ant.Project.setPropertyInternal(String,String)",2,5,5,"0,00%",0,1,1,9,0,n/a,1,11,0,0,0,3,2,0,"0,48%",1,1
"org.apache.tools.ant.Project.setSystemProperties()",6,1,1,"28,57%",2,1,5,25,1,n/a,3,15,1,1,2,11,0,0,"0,66%",7,3
"org.apache.tools.ant.Project.setUserProperty(String,String)",2,37,13,"0,00%",0,1,1,8,0,n/a,1,12,0,0,0,3,2,0,"0,53%",1,1
"org.apache.tools.ant.Project.toBoolean(String)",3,68,67,"0,00%",0,1,1,14,0,n/a,3,16,0,0,0,5,1,0,"0,70%",1,3
"org.apache.tools.ant.Project.topoSort(String,Hashtable<String, Target>)",1,0,0,"0,00%",0,1,1,7,0,n/a,1,18,0,0,0,4,2,0,"0,79%",1,1
"org.apache.tools.ant.Project.topoSort(String,Hashtable<String, Target>,boolean)",1,2,2,"0,00%",0,1,1,7,0,n/a,1,21,0,0,0,4,3,0,"0,92%",1,1
"org.apache.tools.ant.Project.topoSort(String[],Hashtable<String, Target>,boolean)",21,3,3,"24,14%",7,7,22,120,1,n/a,6,58,3,1,2,34,3,0,"2,55%",29,10
"org.apache.tools.ant.Project.translatePath(String)",1,0,0,"0,00%",0,1,1,4,0,n/a,1,23,0,0,0,4,1,0,"1,01%",1,1
"org.apache.tools.ant.Project.tsort(String,Hashtable<String, Target>,Hashtable<String, String>,Stack<String>,Vector<Target>)",26,3,3,"20,69%",6,6,23,111,2,n/a,6,82,1,1,2,39,5,0,"3,61%",29,7
"org.apache.tools.ant.ProjectComponent.ProjectComponent()",0,14,13,"0,00%",0,1,0,0,0,n/a,1,3,0,0,0,2,0,0,"2,19%",0,1
"org.apache.tools.ant.ProjectComponent.clone()",5,13,12,"0,00%",0,1,4,15,0,n/a,1,12,0,0,0,6,0,0,"8,76%",4,1
"org.apache.tools.ant.ProjectComponent.getDescription()",0,7,6,"0,00%",0,1,1,1,0,n/a,1,9,0,0,0,3,0,0,"6,57%",1,1
"org.apache.tools.ant.ProjectComponent.getLocation()",0,441,429,"0,00%",0,1,1,1,0,n/a,1,12,0,0,0,3,0,0,"8,76%",1,1
"org.apache.tools.ant.ProjectComponent.getProject()",0,914,909,"0,00%",0,1,1,1,0,n/a,1,8,0,0,0,3,0,0,"5,84%",1,1
"org.apache.tools.ant.ProjectComponent.log(String)",1,10,10,"0,00%",0,1,1,5,0,n/a,1,8,0,0,0,3,1,0,"5,84%",1,1
"org.apache.tools.ant.ProjectComponent.log(String,int)",4,75,75,"50,00%",2,1,2,19,2,n/a,3,19,0,0,2,9,2,0,"13,87%",4,3
"org.apache.tools.ant.ProjectComponent.setDescription(String)",0,3,2,"0,00%",0,1,1,3,0,n/a,1,12,0,0,0,3,1,0,"8,76%",1,1
"org.apache.tools.ant.ProjectComponent.setLocation(Location)",0,19,16,"0,00%",0,1,1,4,0,n/a,1,12,0,0,0,3,1,0,"8,76%",1,1
"org.apache.tools.ant.ProjectComponent.setProject(Project)",0,151,95,"0,00%",0,1,1,4,0,n/a,1,12,0,0,0,3,1,0,"8,76%",1,1
"org.apache.tools.ant.ProjectHelper.OnMissingExtensionPoint.OnMissingExtensionPoint(String)",0,3,3,"0,00%",0,1,1,4,0,n/a,1,3,0,0,0,3,1,0,"6,98%",1,1
"org.apache.tools.ant.ProjectHelper.OnMissingExtensionPoint.name()",0,4,4,"0,00%",0,1,1,1,0,n/a,1,3,0,0,0,3,0,0,"6,98%",1,1
"org.apache.tools.ant.ProjectHelper.OnMissingExtensionPoint.toString()",0,81,72,"0,00%",0,1,1,1,0,n/a,1,3,0,0,0,3,0,0,"6,98%",1,1
"org.apache.tools.ant.ProjectHelper.OnMissingExtensionPoint.valueOf(String)",4,3,3,"37,50%",3,4,5,26,1,n/a,2,12,1,1,2,12,1,0,"27,91%",8,4
"org.apache.tools.ant.ProjectHelper.ProjectHelper()",0,3,1,"0,00%",0,1,0,0,0,n/a,1,3,0,0,0,2,0,0,"0,49%",0,1
"org.apache.tools.ant.ProjectHelper.addLocationToBuildException(BuildException,Location)",8,8,5,"33,33%",2,3,4,36,1,n/a,2,24,0,0,1,15,2,0,"3,95%",6,4
"org.apache.tools.ant.ProjectHelper.addText(Project,Object,String)",4,2,2,"40,00%",2,2,3,24,1,n/a,2,23,0,0,1,10,3,0,"3,79%",5,3
"org.apache.tools.ant.ProjectHelper.addText(Project,Object,char[],int,int)",2,2,2,"0,00%",0,1,1,8,0,n/a,1,18,0,0,0,4,5,0,"2,97%",1,1
"org.apache.tools.ant.ProjectHelper.canParseAntlibDescriptor(Resource)",0,2,2,"0,00%",0,1,1,1,0,n/a,1,21,0,0,0,3,1,0,"3,46%",1,1
"org.apache.tools.ant.ProjectHelper.canParseBuildFile(Resource)",0,1,1,"0,00%",0,1,1,1,0,n/a,1,12,0,0,0,3,1,0,"1,98%",1,1
"org.apache.tools.ant.ProjectHelper.configure(Object,AttributeList,Project)",12,3,3,"36,36%",4,3,7,58,1,n/a,4,35,1,1,3,17,3,0,"5,77%",11,5
"org.apache.tools.ant.ProjectHelper.configureProject(Project,File)",5,5,2,"0,00%",0,1,4,18,0,n/a,1,15,0,0,0,6,2,0,"2,47%",4,1
"org.apache.tools.ant.ProjectHelper.extractNameFromComponentName(String)",2,5,5,"25,00%",1,2,3,14,1,n/a,1,13,0,0,1,7,1,0,"2,14%",4,2
"org.apache.tools.ant.ProjectHelper.extractUriFromComponentName(String)",2,7,7,"33,33%",2,3,4,17,1,n/a,1,16,0,0,1,10,1,0,"2,64%",6,3
"org.apache.tools.ant.ProjectHelper.genComponentName(String,String)",2,14,14,"33,33%",1,2,2,17,1,n/a,3,15,0,0,1,6,2,0,"2,47%",3,4
"org.apache.tools.ant.ProjectHelper.getContextClassLoader()",2,0,0,"0,00%",0,1,1,8,0,n/a,2,12,0,0,0,3,0,0,"1,98%",1,2
"org.apache.tools.ant.ProjectHelper.getCurrentPrefixSeparator()",1,2,2,"0,00%",0,1,1,3,0,n/a,1,10,0,0,0,3,0,0,"1,65%",1,1
"org.apache.tools.ant.ProjectHelper.getCurrentTargetPrefix()",1,5,5,"0,00%",0,1,1,3,0,n/a,1,12,0,0,0,3,0,0,"1,98%",1,1
"org.apache.tools.ant.ProjectHelper.getDefaultBuildFile()",0,2,2,"0,00%",0,1,1,2,0,n/a,1,9,0,0,0,3,0,0,"1,48%",1,1
"org.apache.tools.ant.ProjectHelper.getExtensionStack()",0,9,9,"0,00%",0,1,1,1,0,n/a,1,12,0,0,0,3,0,0,"1,98%",1,1
"org.apache.tools.ant.ProjectHelper.getImportStack()",0,9,9,"0,00%",0,1,1,1,0,n/a,1,10,0,0,0,3,0,0,"1,65%",1,1
"org.apache.tools.ant.ProjectHelper.getProjectHelper()",3,0,0,"0,00%",0,1,1,8,0,n/a,1,9,0,0,0,3,0,0,"1,48%",1,1
"org.apache.tools.ant.ProjectHelper.isInIncludeMode()",2,4,4,"0,00%",0,1,1,7,0,n/a,1,18,0,0,0,3,0,0,"2,97%",1,1
"org.apache.tools.ant.ProjectHelper.nsToComponentName(String)",0,3,3,"0,00%",0,1,1,3,0,n/a,1,9,0,0,0,3,1,0,"1,48%",1,1
"org.apache.tools.ant.ProjectHelper.parse(Project,Object)",3,2,2,"0,00%",0,1,1,9,0,n/a,1,17,0,0,0,4,2,0,"2,80%",1,1
"org.apache.tools.ant.ProjectHelper.parseAntlibDescriptor(Project,Resource)",1,2,2,"0,00%",0,1,1,2,0,n/a,1,10,0,0,0,4,2,0,"1,65%",1,1
"org.apache.tools.ant.ProjectHelper.parsePropertyString(String,Vector<String>,Vector<String>)",1,0,0,"0,00%",0,1,1,6,0,n/a,1,25,0,0,0,4,3,0,"4,12%",1,1
"org.apache.tools.ant.ProjectHelper.replaceProperties(Project,String)",1,0,0,"0,00%",0,1,1,4,0,n/a,1,24,0,0,0,3,2,0,"3,95%",1,1
"org.apache.tools.ant.ProjectHelper.replaceProperties(Project,String,Hashtable<String, Object>)",2,1,1,"0,00%",0,1,2,10,0,n/a,1,25,0,0,0,5,3,0,"4,12%",2,1
"org.apache.tools.ant.ProjectHelper.resolveExtensionOfAttributes(Project)",11,1,1,"31,82%",7,5,15,98,2,n/a,7,67,1,1,3,36,1,0,"11,04%",22,9
"org.apache.tools.ant.ProjectHelper.setCurrentPrefixSeparator(String)",1,1,1,"0,00%",0,1,1,4,0,n/a,1,8,0,0,0,3,1,0,"1,32%",1,1
"org.apache.tools.ant.ProjectHelper.setCurrentTargetPrefix(String)",1,2,2,"0,00%",0,1,1,4,0,n/a,1,8,0,0,0,3,1,0,"1,32%",1,1
"org.apache.tools.ant.ProjectHelper.setInIncludeMode(boolean)",2,1,1,"0,00%",0,1,1,7,0,n/a,1,9,0,0,0,3,1,0,"1,48%",1,1
"org.apache.tools.ant.ProjectHelper.storeChild(Project,Object,Object,String)",3,0,0,"0,00%",0,1,2,14,0,n/a,1,17,0,0,0,4,4,0,"2,80%",2,1
"org.apache.tools.ant.ProjectHelperRepository.ConstructingIterator.ConstructingIterator(Iterator<Constructor<? extends ProjectHelper>>)",0,1,1,"0,00%",0,1,1,4,0,n/a,1,3,0,0,0,3,1,0,"10,34%",1,1
"org.apache.tools.ant.ProjectHelperRepository.ConstructingIterator.hasNext()",1,169,151,"0,00%",0,1,1,6,0,n/a,2,3,0,0,0,3,0,0,"10,34%",1,2
"org.apache.tools.ant.ProjectHelperRepository.ConstructingIterator.next()",5,186,160,"25,00%",2,1,6,24,1,n/a,3,16,0,0,1,15,0,0,"55,17%",8,3
"org.apache.tools.ant.ProjectHelperRepository.ConstructingIterator.remove()",1,2,2,"0,00%",0,1,1,2,0,n/a,1,3,0,0,0,3,0,0,"10,34%",1,1
"org.apache.tools.ant.ProjectHelperRepository.ProjectHelperRepository()",1,1,1,"0,00%",0,1,1,2,0,n/a,1,3,0,0,0,3,0,0,"1,09%",1,1
"org.apache.tools.ant.ProjectHelperRepository.collectProjectHelpers()",19,1,1,"26,32%",5,1,14,80,1,n/a,6,36,1,1,3,33,0,0,"13,04%",19,6
"org.apache.tools.ant.ProjectHelperRepository.getHelperConstructor(String)",6,3,3,"40,00%",4,1,6,30,1,n/a,3,34,0,0,3,18,1,0,"12,32%",10,5
"org.apache.tools.ant.ProjectHelperRepository.getHelpers()",2,6,6,"0,00%",0,1,1,4,0,n/a,1,10,0,0,0,3,0,0,"3,62%",1,1
"org.apache.tools.ant.ProjectHelperRepository.getInstance()",0,10,7,"0,00%",0,1,1,1,0,n/a,1,3,0,0,0,3,0,0,"1,09%",1,1
"org.apache.tools.ant.ProjectHelperRepository.getProjectHelperByService(InputStream)",10,2,2,"28,57%",4,2,10,49,1,n/a,5,25,0,0,2,23,1,0,"9,06%",14,6
"org.apache.tools.ant.ProjectHelperRepository.getProjectHelperBySystemProperty()",5,1,1,"37,50%",3,2,5,33,1,n/a,4,17,0,0,2,17,0,0,"6,16%",8,4
"org.apache.tools.ant.ProjectHelperRepository.getProjectHelperForAntlib(Resource)",8,5,1,"37,50%",3,3,5,32,2,n/a,4,22,1,1,3,16,1,0,"7,97%",8,4
"org.apache.tools.ant.ProjectHelperRepository.getProjectHelperForBuildFile(Resource)",8,6,2,"37,50%",3,3,5,32,2,n/a,4,22,1,1,3,16,1,0,"7,97%",8,4
"org.apache.tools.ant.ProjectHelperRepository.registerProjectHelper(Class<? extends ProjectHelper>)",4,3,1,"33,33%",1,1,2,11,0,n/a,2,20,0,0,1,8,1,0,"7,25%",3,2
"org.apache.tools.ant.ProjectHelperRepository.registerProjectHelper(Constructor<? extends ProjectHelper>)",4,5,5,"40,00%",2,2,3,20,1,n/a,2,10,0,0,1,10,1,0,"3,62%",5,3
"org.apache.tools.ant.ProjectHelperRepository.registerProjectHelper(String)",2,1,0,"0,00%",0,1,1,5,0,n/a,1,17,0,0,0,4,1,0,"6,16%",1,1
"org.apache.tools.ant.PropertyHelper.PropertyEvaluator.evaluate(String,PropertyHelper)",n/a,1,1,n/a,n/a,n/a,n/a,n/a,n/a,3,n/a,n/a,n/a,n/a,n/a,1,2,0,"50,00%",n/a,n/a
"org.apache.tools.ant.PropertyHelper.PropertyHelper()",4,1,1,"0,00%",0,1,4,12,0,n/a,1,9,0,0,0,6,0,0,"0,83%",4,1
"org.apache.tools.ant.PropertyHelper.PropertySetter.set(String,Object,PropertyHelper)",n/a,1,1,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,2,3,0,"35,29%",n/a,n/a
"org.apache.tools.ant.PropertyHelper.PropertySetter.setNew(String,Object,PropertyHelper)",n/a,1,1,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,2,3,0,"35,29%",n/a,n/a
"org.apache.tools.ant.PropertyHelper.add(Delegate)",8,7,7,"33,33%",3,1,6,35,1,n/a,3,22,1,1,3,15,1,0,"2,04%",9,3
"org.apache.tools.ant.PropertyHelper.containsProperties(String)",4,1,1,"0,00%",0,1,1,9,0,n/a,1,9,0,0,0,4,1,0,"0,83%",1,1
"org.apache.tools.ant.PropertyHelper.copyInheritedProperties(Project)",8,2,2,"50,00%",4,3,4,29,1,n/a,2,29,1,1,3,13,1,0,"2,69%",8,3
"org.apache.tools.ant.PropertyHelper.copyUserProperties(Project)",8,2,2,"50,00%",4,3,4,27,1,n/a,2,29,1,1,3,13,1,0,"2,69%",8,3
"org.apache.tools.ant.PropertyHelper.evalAsBooleanOrPropertyName(Object)",4,2,2,"25,00%",1,2,3,17,1,n/a,2,13,0,0,1,7,1,0,"1,20%",4,2
"org.apache.tools.ant.PropertyHelper.getDelegateInterfaces(Delegate)",7,1,1,"23,08%",3,1,10,42,1,n/a,4,23,2,2,3,17,1,0,"2,13%",13,4
"org.apache.tools.ant.PropertyHelper.getDelegates(Class<D>)",2,4,4,"0,00%",0,1,2,14,0,n/a,2,13,0,0,0,5,1,1,"1,20%",2,2
"org.apache.tools.ant.PropertyHelper.getExpanders()",1,5,5,"0,00%",0,1,1,3,0,n/a,1,8,0,0,0,3,0,0,"0,74%",1,1
"org.apache.tools.ant.PropertyHelper.getInheritedProperties()",1,1,1,"50,00%",1,1,1,3,0,n/a,1,14,0,0,1,5,0,0,"1,30%",2,1
"org.apache.tools.ant.PropertyHelper.getInternalInheritedProperties()",0,0,0,"0,00%",0,1,1,1,0,n/a,1,8,0,0,0,3,0,0,"0,74%",1,1
"org.apache.tools.ant.PropertyHelper.getInternalProperties()",0,0,0,"0,00%",0,1,1,1,0,n/a,1,7,0,0,0,3,0,0,"0,65%",1,1
"org.apache.tools.ant.PropertyHelper.getInternalUserProperties()",0,0,0,"0,00%",0,1,1,1,0,n/a,1,8,0,0,0,3,0,0,"0,74%",1,1
"org.apache.tools.ant.PropertyHelper.getNext()",0,4,4,"0,00%",0,1,1,1,0,n/a,1,14,0,0,0,3,0,0,"1,30%",1,1
"org.apache.tools.ant.PropertyHelper.getProject()",0,6,6,"0,00%",0,1,1,1,0,n/a,1,7,0,0,0,3,0,0,"0,65%",1,1
"org.apache.tools.ant.PropertyHelper.getProperties()",1,1,1,"50,00%",1,1,1,3,0,n/a,1,16,0,0,1,5,0,0,"1,48%",2,1
"org.apache.tools.ant.PropertyHelper.getProperty(Project,String)",2,2,2,"0,00%",0,1,1,7,0,n/a,1,12,0,0,0,4,2,0,"1,11%",1,1
"org.apache.tools.ant.PropertyHelper.getProperty(String)",3,7,7,"50,00%",4,4,4,24,1,n/a,2,30,1,1,2,13,1,0,"2,78%",8,5
"org.apache.tools.ant.PropertyHelper.getProperty(String,String)",1,0,0,"0,00%",0,1,1,3,0,n/a,1,17,0,0,0,3,2,0,"1,58%",1,1
"org.apache.tools.ant.PropertyHelper.getPropertyHelper(Project)",4,39,39,"30,00%",3,2,7,33,1,n/a,3,26,0,0,1,16,1,0,"2,41%",10,4
"org.apache.tools.ant.PropertyHelper.getPropertyHook(String,String,boolean)",8,2,2,"33,33%",3,4,6,45,2,n/a,5,28,0,0,2,14,3,0,"2,59%",9,6
"org.apache.tools.ant.PropertyHelper.getUserProperties()",1,1,1,"50,00%",1,1,1,3,0,n/a,1,14,0,0,1,5,0,0,"1,30%",2,1
"org.apache.tools.ant.PropertyHelper.getUserProperty(String)",1,3,3,"33,33%",1,2,2,8,1,n/a,1,17,0,0,1,6,1,0,"1,58%",3,2
"org.apache.tools.ant.PropertyHelper.getUserProperty(String,String)",1,0,0,"0,00%",0,1,1,3,0,n/a,1,16,0,0,0,3,2,0,"1,48%",1,1
"org.apache.tools.ant.PropertyHelper.nullOrEmpty(Object)",1,2,2,"0,00%",0,1,1,8,0,n/a,2,8,0,0,0,3,1,0,"0,74%",1,2
"org.apache.tools.ant.PropertyHelper.parseProperties(String)",4,6,6,"0,00%",0,1,1,9,0,n/a,1,19,0,0,0,4,1,0,"1,76%",1,1
"org.apache.tools.ant.PropertyHelper.parsePropertyString(String,Vector<String>,Vector<String>)",1,0,0,"0,00%",0,1,1,5,0,n/a,1,29,0,0,0,4,3,0,"2,69%",1,1
"org.apache.tools.ant.PropertyHelper.parsePropertyStringDefault(String,Vector<String>,Vector<String>)",18,3,3,"30,43%",7,5,16,123,2,n/a,7,56,1,1,3,34,3,0,"5,19%",23,8
"org.apache.tools.ant.PropertyHelper.replaceProperties(String)",2,1,1,"0,00%",0,1,2,15,0,n/a,2,18,0,0,0,4,1,0,"1,67%",2,3
"org.apache.tools.ant.PropertyHelper.replaceProperties(String,String,Hashtable<String, Object>)",1,2,2,"0,00%",0,1,1,3,0,n/a,1,25,0,0,0,3,3,0,"2,32%",1,1
"org.apache.tools.ant.PropertyHelper.setInheritedProperty(String,Object)",4,3,3,"33,33%",2,1,4,29,1,n/a,2,24,0,0,1,11,2,0,"2,22%",6,2
"org.apache.tools.ant.PropertyHelper.setInheritedProperty(String,String,Object)",1,0,0,"0,00%",0,1,1,4,0,n/a,1,19,0,0,0,3,3,0,"1,76%",1,1
"org.apache.tools.ant.PropertyHelper.setNewProperty(Project,String,Object)",2,0,0,"0,00%",0,1,1,8,0,n/a,1,13,0,0,0,5,3,0,"1,20%",1,1
"org.apache.tools.ant.PropertyHelper.setNewProperty(String,Object)",6,6,6,"54,55%",6,4,5,52,1,n/a,6,32,1,1,2,21,2,0,"2,97%",11,8
"org.apache.tools.ant.PropertyHelper.setNewProperty(String,String,Object)",1,0,0,"0,00%",0,1,1,4,0,n/a,1,19,0,0,0,3,3,0,"1,76%",1,1
"org.apache.tools.ant.PropertyHelper.setNext(PropertyHelper)",0,0,0,"0,00%",0,1,1,4,0,n/a,1,19,0,0,0,3,1,0,"1,76%",1,1
"org.apache.tools.ant.PropertyHelper.setProject(Project)",0,1,1,"0,00%",0,1,1,4,0,n/a,1,8,0,0,0,3,1,0,"0,74%",1,1
"org.apache.tools.ant.PropertyHelper.setProperty(Project,String,Object)",2,1,1,"0,00%",0,1,1,9,0,n/a,1,12,0,0,0,4,3,0,"1,11%",1,1
"org.apache.tools.ant.PropertyHelper.setProperty(String,Object,boolean)",8,5,5,"53,33%",8,4,7,71,2,n/a,7,36,1,1,3,28,3,0,"3,34%",15,11
"org.apache.tools.ant.PropertyHelper.setProperty(String,String,Object,boolean)",1,0,0,"0,00%",0,1,1,5,0,n/a,1,18,0,0,0,3,4,0,"1,67%",1,1
"org.apache.tools.ant.PropertyHelper.setPropertyHook(String,String,Object,boolean,boolean,boolean)",3,2,2,"40,00%",2,3,3,17,2,n/a,2,37,0,0,2,12,6,0,"3,43%",5,3
"org.apache.tools.ant.PropertyHelper.setUserProperty(String,Object)",3,2,2,"40,00%",2,1,3,24,1,n/a,2,21,0,0,1,10,2,0,"1,95%",5,2
"org.apache.tools.ant.PropertyHelper.setUserProperty(String,String,Object)",1,0,0,"0,00%",0,1,1,4,0,n/a,1,17,0,0,0,3,3,0,"1,58%",1,1
"org.apache.tools.ant.PropertyHelper.testIfCondition(Object)",2,7,7,"0,00%",0,1,1,7,0,n/a,2,9,0,0,0,3,1,0,"0,83%",1,2
"org.apache.tools.ant.PropertyHelper.testUnlessCondition(Object)",2,7,7,"0,00%",0,1,1,8,0,n/a,2,9,0,0,0,3,1,0,"0,83%",1,2
"org.apache.tools.ant.PropertyHelper.toBoolean(Object)",4,1,1,"44,44%",4,5,5,30,2,n/a,4,22,0,0,2,17,1,0,"2,04%",9,7
"org.apache.tools.ant.RuntimeConfigurable.AttributeComponentInformation.AttributeComponentInformation(String,boolean)",0,3,3,"0,00%",0,1,2,8,0,n/a,1,4,0,0,0,4,2,0,"21,05%",2,1
"org.apache.tools.ant.RuntimeConfigurable.AttributeComponentInformation.getComponentName()",0,2,2,"0,00%",0,1,1,1,0,n/a,1,3,0,0,0,3,0,0,"15,79%",1,1
"org.apache.tools.ant.RuntimeConfigurable.AttributeComponentInformation.isRestricted()",0,2,2,"0,00%",0,1,1,1,0,n/a,1,3,0,0,0,3,0,0,"15,79%",1,1
"org.apache.tools.ant.RuntimeConfigurable.EnableAttributeConsumer.add(EnableAttribute)",0,0,0,"0,00%",0,1,0,0,0,n/a,1,3,0,0,0,2,1,0,"60,00%",0,1
"org.apache.tools.ant.RuntimeConfigurable.RuntimeConfigurable(Object,String)",3,7,7,"25,00%",1,1,3,14,1,n/a,2,14,0,0,1,7,2,0,"2,71%",4,2
"org.apache.tools.ant.RuntimeConfigurable.addChild(RuntimeConfigurable)",2,8,8,"0,00%",0,1,2,13,0,n/a,1,10,0,0,0,4,1,0,"1,93%",2,2
"org.apache.tools.ant.RuntimeConfigurable.addText(String)",3,3,3,"33,33%",1,2,2,18,1,n/a,2,13,0,0,1,7,1,0,"2,51%",3,3
"org.apache.tools.ant.RuntimeConfigurable.addText(char[],int,int)",2,4,4,"33,33%",1,2,2,19,1,n/a,1,16,0,0,1,7,3,0,"3,09%",3,3
"org.apache.tools.ant.RuntimeConfigurable.applyPreSet(RuntimeConfigurable)",12,1,1,"50,00%",7,1,7,81,2,n/a,10,34,1,1,3,24,1,0,"6,58%",14,11
"org.apache.tools.ant.RuntimeConfigurable.attrToComponent(String)",4,1,1,"0,00%",0,1,3,21,0,n/a,1,6,0,0,0,5,1,0,"1,16%",3,1
"org.apache.tools.ant.RuntimeConfigurable.getAttributeMap()",1,6,6,"0,00%",0,1,1,8,0,n/a,1,10,0,0,0,4,0,0,"1,93%",1,2
"org.apache.tools.ant.RuntimeConfigurable.getAttributes()",0,0,0,"0,00%",0,1,1,1,0,n/a,1,10,0,0,0,3,0,0,"1,93%",1,1
"org.apache.tools.ant.RuntimeConfigurable.getChild(int)",1,1,1,"0,00%",0,1,1,4,0,n/a,1,11,0,0,0,3,1,0,"2,13%",1,1
"org.apache.tools.ant.RuntimeConfigurable.getChildren()",2,3,3,"0,00%",0,1,1,10,0,n/a,2,9,0,0,0,4,0,0,"1,74%",1,2
"org.apache.tools.ant.RuntimeConfigurable.getElementTag()",0,4,4,"0,00%",0,1,1,1,0,n/a,1,9,0,0,0,3,0,0,"1,74%",1,1
"org.apache.tools.ant.RuntimeConfigurable.getId()",0,3,3,"0,00%",0,1,1,1,0,n/a,1,7,0,0,0,3,0,0,"1,35%",1,1
"org.apache.tools.ant.RuntimeConfigurable.getPolyType()",0,3,3,"0,00%",0,1,1,1,0,n/a,1,7,0,0,0,3,0,0,"1,35%",1,1
"org.apache.tools.ant.RuntimeConfigurable.getProxy()",0,3,3,"0,00%",0,1,1,1,0,n/a,1,9,0,0,0,3,0,0,"1,74%",1,1
"org.apache.tools.ant.RuntimeConfigurable.getText()",1,6,6,"0,00%",0,1,1,8,0,n/a,1,11,0,0,0,3,0,0,"2,13%",1,2
"org.apache.tools.ant.RuntimeConfigurable.isEnabled(UnknownElement)",20,2,2,"36,36%",8,6,14,86,1,n/a,3,46,1,1,2,36,1,0,"8,90%",22,7
"org.apache.tools.ant.RuntimeConfigurable.isRestrictedAttribute(String,ComponentHelper)",8,2,2,"28,57%",2,3,5,31,1,n/a,1,18,0,0,1,12,2,0,"3,48%",7,3
"org.apache.tools.ant.RuntimeConfigurable.maybeConfigure(Project)",1,5,5,"0,00%",0,1,1,4,0,n/a,1,20,0,0,0,3,1,0,"3,87%",1,1
"org.apache.tools.ant.RuntimeConfigurable.maybeConfigure(Project,boolean)",28,2,2,"48,57%",17,11,18,137,4,n/a,14,88,2,2,6,61,2,0,"17,02%",35,18
"org.apache.tools.ant.RuntimeConfigurable.reconfigure(Project)",1,1,1,"0,00%",0,1,2,6,0,n/a,1,9,0,0,0,4,1,0,"1,74%",2,1
"org.apache.tools.ant.RuntimeConfigurable.removeAttribute(String)",1,1,1,"0,00%",0,1,1,4,0,n/a,1,7,0,0,0,3,1,0,"1,35%",1,1
"org.apache.tools.ant.RuntimeConfigurable.setAttribute(String,Object)",11,1,1,"33,33%",4,1,8,64,2,n/a,7,27,0,0,2,20,2,0,"5,22%",12,8
"org.apache.tools.ant.RuntimeConfigurable.setAttribute(String,String)",2,7,7,"33,33%",1,1,2,14,1,n/a,1,12,0,0,1,6,2,0,"2,32%",3,2
"org.apache.tools.ant.RuntimeConfigurable.setAttributes(AttributeList)",5,3,3,"20,00%",1,1,4,23,0,n/a,2,13,1,1,1,6,1,0,"2,51%",5,2
"org.apache.tools.ant.RuntimeConfigurable.setCreator(Creator)",0,1,1,"0,00%",0,1,0,0,0,n/a,1,8,0,0,0,2,1,0,"1,55%",0,1
"org.apache.tools.ant.RuntimeConfigurable.setElementTag(String)",0,3,3,"0,00%",0,1,1,4,0,n/a,1,7,0,0,0,3,1,0,"1,35%",1,1
"org.apache.tools.ant.RuntimeConfigurable.setPolyType(String)",0,2,2,"0,00%",0,1,1,4,0,n/a,1,7,0,0,0,3,1,0,"1,35%",1,1
"org.apache.tools.ant.RuntimeConfigurable.setProxy(Object)",0,6,6,"0,00%",0,1,2,6,0,n/a,1,9,0,0,0,4,1,0,"1,74%",2,1
"org.apache.tools.ant.SubBuildListener.subBuildFinished(BuildEvent)",n/a,1,1,n/a,n/a,n/a,n/a,n/a,n/a,4,n/a,n/a,n/a,n/a,n/a,1,1,0,"27,78%",n/a,n/a
"org.apache.tools.ant.SubBuildListener.subBuildStarted(BuildEvent)",n/a,1,1,n/a,n/a,n/a,n/a,n/a,n/a,4,n/a,n/a,n/a,n/a,n/a,1,1,0,"22,22%",n/a,n/a
"org.apache.tools.ant.Target.IfStringCondition.IfStringCondition(String)",0,1,1,"0,00%",0,1,1,4,0,n/a,1,3,0,0,0,3,1,0,"21,43%",1,1
"org.apache.tools.ant.Target.IfStringCondition.eval()",4,10,10,"0,00%",0,1,3,13,0,n/a,1,5,0,0,0,5,0,0,"35,71%",3,1
"org.apache.tools.ant.Target.Target()",0,10,9,"0,00%",0,1,0,0,0,n/a,1,4,0,0,0,2,0,0,"0,89%",0,1
"org.apache.tools.ant.Target.Target(Target)",0,2,2,"0,00%",0,1,10,50,0,n/a,1,17,0,0,0,12,1,0,"3,79%",10,1
